CatMPIeR:3cbe680a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I10_taken
CatMPIeR:3cbe6940-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I11_competents
CatMPIeR:3cbe6bd4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I12_Ambtsvoering
CatMPIeR:3cbe6d32-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I13_Eed
CatMPIeR:3cbe6e68-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I14_Straf
CatMPIeR:3cbe6f9e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I15_Belastingen
CatMPIeR:3cbe70d4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I16_Gemeenschappelijk eigendom
CatMPIeR:3cbe73ae-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I17_Gemeenschapsbijeenkomst
CatMPIeR:3cbe750c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I18_Rechtbank
CatMPIeR:3cbe764c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I19_Grensinspectie
CatMPIeR:3cbe778c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I20_Politietoezicht
CatMPIeR:3cbe7ad4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I21_Politiegeweld
CatMPIeR:3cbe7c46-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I22_Politiesancties
CatMPIeR:3cbe7d7c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I23_boekhouding
CatMPIeR:3cbe8010-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I24_schulden
CatMPIeR:3cbe820e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2I25_Tipgeld
CatMPIeR:3cbe854c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2J_Heerschappij
CatMPIeR:3cbe868c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2K_huldiging
CatMPIeR:3cbe87c2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2K1_buitenlanders
CatMPIeR:3cbe8a60-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2K2_Onderdanen
CatMPIeR:3cbe8bd2-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2K3_weigering
CatMPIeR:3cbe8d1c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2L_Lijfeigenschap
CatMPIeR:3cbe8e48-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2L1_Afschaffing
CatMPIeR:3cbe8f7e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2L2_Vlucht
CatMPIeR:3cbe90b4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2L3_Buitenechtelijke kinderen
CatMPIeR:3cbe91ea-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2L4_Misbruik
CatMPIeR:3cbe94ba-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2L5_Dood
CatMPIeR:3cbe962c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2L6_Vermogen
CatMPIeR:3cbe9762-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M_Stadsbestuur
CatMPIeR:3cbe9898-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M1_Ambten
CatMPIeR:3cbe9a28-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M2_commissies
CatMPIeR:3cbe9b72-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M3_Burgemeester
CatMPIeR:3cbe9ca8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M4_Kwalificatie
CatMPIeR:3cbe9fc8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M5_Verkiezing
CatMPIeR:3cbea1a8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M6_Taken
CatMPIeR:3cbea2fc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M7_Competenties
CatMPIeR:3cbea432-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M8_Ambtsvoering
CatMPIeR:3cbea568-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M9_Eed
CatMPIeR:3cbea860-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M10_Inkomen
CatMPIeR:3cbeaa36-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M11_Verpachten
CatMPIeR:3cbeaba8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M12_Gemeentebezit
CatMPIeR:3cbeace8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M13_Verhuren
CatMPIeR:3cbeae14-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M14_Verpachten
CatMPIeR:3cbeaf4a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M15_Rechtssysteem
CatMPIeR:3cbeb080-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M16_Politietoezicht
CatMPIeR:3cbeb35a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M17_Politiegeweld
CatMPIeR:3cbeb4ae-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M18_Politiesancties
CatMPIeR:3cbeb5ee-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M19_Raad
CatMPIeR:3cbeb72e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M20_Magistraat
CatMPIeR:3cbeb864-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M21_kwalificaties
CatMPIeR:3cbeb990-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M22_Verkiezingen
CatMPIeR:3cbebac6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M23_taken
CatMPIeR:3cbebd6e-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M24_competenties
CatMPIeR:3cbebecc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M25_Ambtsvoering
CatMPIeR:3cbec0fc-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M26_Samenstelling
CatMPIeR:3cbec250-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M27_Eed
CatMPIeR:3cbec412-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M28_Procedures
CatMPIeR:3cbec552-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M29_boekhouding
CatMPIeR:3cbec840-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M30_Vervolging
CatMPIeR:3cbec98a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M31_Allodiaal vrijhuis
CatMPIeR:3cbecac0-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2M32_Strafvoltrekking
CatMPIeR:3cbecbf6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N_Standenordening/ Standenwezen
CatMPIeR:3cbecd2c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N1_Bevolkingsstatistiek/ demografie
CatMPIeR:3cbece62-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N2_Geboorten
CatMPIeR:3cbed24a-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N3_Geboorteregister
CatMPIeR:3cbed3c6-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N4_Geboortecertificaat
CatMPIeR:3cbed506-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N5_Huwelijk
CatMPIeR:3cbed63c-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N6_Huwelijksregister
CatMPIeR:3cbed772-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N7_Huwelijkscertificaat
CatMPIeR:3cbed8a8-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N8_Legitimatie
CatMPIeR:3cbed9d4-ddfb-11e9-9d36-2a2ae2dbcce4	1SO2N9_Naamgeven
